title,description,genre,published_date,authors,processed_description
the land of oz,no description available,fantasy,1974.0,lyman frank baum john rea neill,description available
charlie and the great glass elevator,mr willy wonka might be a genius with chocolate but charlie and his family dont trust his flying skills one bit and right now hes at the helm of a giant glass elevator thats picking up speed and hurtling through space  with charlie and the entire bucket family stuck inside roald dahls uproarious sequel to charlie and the chocolate factory is certain to delight and entertain a new generation of readers from the hardcover edition,fantasy,1988.0,roald dahl,mr willy wonka might genius chocolate charlie family dont trust flying skill one bit right he helm giant glass elevator thats picking speed hurtling space charlie entire bucket family stuck inside roald dahl uproarious sequel charlie chocolate factory certain delight entertain new generation reader hardcover edition
the lives of christopher chant,copy 2,fantasy,1988.0,diana wynne jones,copy 2
quidditch through the ages,did you know that there are 700 ways of committing a foul in quidditch the game first began to evolve on queerditch marsh what bumphing is that puddlemere united is oldest team in the britain and ireland league founded 1163 all this information and much more could be yours once you have read this book this is all you could ever need to know about the history the rules  and the breaking of the rules  of the noble wizarding sport of quidditch,fantasy,2009.0,j k rowling,know 700 way committing foul quidditch game first began evolve queerditch marsh bumphing puddlemere united oldest team britain ireland league founded 1163 information much could read book could ever need know history rule breaking rule noble wizarding sport quidditch
the cruel prince,the start of a thrilling new fantasy series from bestselling author holly black about a mortal girl who finds herself caught in a dangerous web of royal faerie intrigue lush dangerous a dark jewel of a book    intoxicating  leigh bardugo 1 new york times bestselling author of six of crows,fantasy,2018.0,holly black,start thrilling new fantasy series bestselling author holly black mortal girl find caught dangerous web royal faerie intrigue lush dangerous dark jewel book intoxicating leigh bardugo 1 new york time bestselling author six crow
anansi boys,charlie nancy leads a normal boring existence in london however when he calls the us to invite his estranged father to his wedding he learns that the man just died after jetting off to florida for the funeral charlie not only discovers a brother he didnt know he had but also learns that his father was the west african trickster god anansi charlies brother who possesses his own magical powers later visits him at home and spins charlies life out of control getting him fired sleeping with his fiancée and even getting him arrested for a whitecollar crime charlie fights back with assistance from other gods and thats when the real trouble begins they lead the brothers into adventures that are at times scary or downright hysterical at first charlie is overwhelmed by this new world but he is anansis son and shows just as much flair for trickery as his brother,fantasy,2006.0,neil gaiman,charlie nancy lead normal boring existence london however call u invite estranged father wedding learns man died jetting florida funeral charlie discovers brother didnt know also learns father west african trickster god anansi charlies brother possesses magical power later visit home spin charlies life control getting fired sleeping fiancée even getting arrested whitecollar crime charlie fight back assistance god thats real trouble begin lead brother adventure time scary downright hysterical first charlie overwhelmed new world anansis son show much flair trickery brother
the emerald city of oz,all the enchantment of oz is here for a whole new generation to discover in this deluxe new edition,fantasy,1979.0,lyman frank baum,enchantment oz whole new generation discover deluxe new edition
harry potter and the halfblood prince,sixthyear hogwarts student harry potter gains valuable insights into the boy voldemort once was even as his own world is transformed by maturing friendships schoolwork assistance from an unexpected source and devastating losses,fantasy,2005.0,j k rowling,sixthyear hogwarts student harry potter gain valuable insight boy voldemort even world transformed maturing friendship schoolwork assistance unexpected source devastating loss
the road to oz,dorothy and her friends follow the enchanted road to oz and arrive in time for ozmas birthday party,fantasy,1979.0,lyman frank baum,dorothy friend follow enchanted road oz arrive time ozmas birthday party
percy jackson and the sea of monsters,percy jackson the young demigod is back for his second exciting adventure in the bestselling series by rick riordan you cant tell by looking at me that my dad is poseidon god of the sea its not easy being a halfblood these days you mortals cant even see the monsters we have to fight all the time so when a game of dodgeball turned into a death match against an ugly gang of cannibal giants i couldnt exactly ask my gym teacher for help and that was just for starters this is the one where camp half blood is under attack and unless i get my hands on the golden fleece the whole camp will be invaded by monsters big ones can percy survive the treacherous sea of monsters and restore order to halfblood hill,fantasy,2008.0,rick riordan,percy jackson young demigod back second exciting adventure bestselling series rick riordan cant tell looking dad poseidon god sea easy halfblood day mortal cant even see monster fight time game dodgeball turned death match ugly gang cannibal giant couldnt exactly ask gym teacher help starter one camp half blood attack unless get hand golden fleece whole camp invaded monster big one percy survive treacherous sea monster restore order halfblood hill
the ickabog,as the legend of the fearsome ickabog spreads terror in the peaceful kingdom of cornucopia best friends bert and daisy set out to discover the truth and bring happiness back to the kingdom,fantasy,2020.0,j k rowling,legend fearsome ickabog spread terror peaceful kingdom cornucopia best friend bert daisy set discover truth bring happiness back kingdom
the annotated wizard of oz,a beloved classic comes to life with this beautifully illustrated annotated edition on the 100th anniversary of oz the wonderful wizard of oz is the quintessential american fairy tale but also one of the most controversial childrens books ever published michael patrick hearn the worlds leading oz scholar provides a spellbinding annotated edition that illuminates all of ozs numerous contemporary references provides fascinating character sources and explains the actual meaning of the word oz a facsimile of the rare 1900 first edition appears with the original drawings by w w denslowscrupulously reproduced to mimic their correct colors using a different color for each region of oz  as well as twentyfive previously unpublished illustrations in addition hearn provides an extensive bibliography compiling baums published work every notable oz edition and the stage and motionpicture productions from 1939s the wizard of oz to the 1974 broadway smash the wiz the result is a classic to rival baums own and a book no familys library can do without 90 blackandwhite 56 color and twocolor illustrations throughout,fantasy,2000.0,lyman frank baum,beloved classic come life beautifully illustrated annotated edition 100th anniversary oz wonderful wizard oz quintessential american fairy tale also one controversial childrens book ever published michael patrick hearn world leading oz scholar provides spellbinding annotated edition illuminates ozs numerous contemporary reference provides fascinating character source explains actual meaning word oz facsimile rare 1900 first edition appears original drawing w w denslowscrupulously reproduced mimic correct color using different color region oz well twentyfive previously unpublished illustration addition hearn provides extensive bibliography compiling baum published work every notable oz edition stage motionpicture production 1939s wizard oz 1974 broadway smash wiz result classic rival baum book family library without 90 blackandwhite 56 color twocolor illustration throughout
moominvalley in november,winters approach brings six friends together in moominvalley where in the moomins absence they must visit with each other,fantasy,1971.0,,winter approach brings six friend together moominvalley moomins absence must visit
the exploits of moominpappa,although theyre small fat and shy creatures moomins have the most amazing adventures this book is part of a series of highly imaginative stories written for younger readers that describes how the moomins behave have fun and deal with the seasons of the year,fantasy,2012.0,,although theyre small fat shy creature moomins amazing adventure book part series highly imaginative story written younger reader describes moomins behave fun deal season year
around the world in eighty days,depicts the adventures of phineas fogg and his manservant passepartout on their journey around the world in the late nineteenth century,fantasy,1984.0,jules verne,depicts adventure phineas fogg manservant passepartout journey around world late nineteenth century
harry potter and the order of the phoenix,as harry faces his upcoming fifth year at hogwarts academy there are increasing rumors of dark times coming and of lord voldemorts return to power and a secret antivoldemort society the order of the phoenix begins meeting again,fantasy,2013.0,j k rowling,harry face upcoming fifth year hogwarts academy increasing rumor dark time coming lord voldemorts return power secret antivoldemort society order phoenix begin meeting
the lost sisters,sometimes the difference between a love story and a horror story is where the ending comeshalfapology and halfexplanation it turns out that taryn has some secrets of her own to reveal the lost sisters the cruel prince by master writer holly black,fantasy,2018.0,holly black,sometimes difference love story horror story ending comeshalfapology halfexplanation turn taryn secret reveal lost sister cruel prince master writer holly black
now we are six,here are the poems of childhood of summer days at the beach and rainy days at the window fishing trips and fanciful ones here are christopher robins wheezles and sneezles james morrisons wayward mother and so much more bright in color and true in spirit these books are perfect for givingto pooh fans of all ages copyright  libri gmbh all rights reserved,fantasy,1970.0,alan alexander milne,poem childhood summer day beach rainy day window fishing trip fanciful one christopher robin wheezles sneezles james morrison wayward mother much bright color true spirit book perfect givingto pooh fan age copyright libri gmbh right reserved
the chronicles of narnia  the horse and his boy,bree the talking horse has been kidnapped from narnia and longs to return shasta decides to run away with him before they know it they are on a wild and dangerous journey together through strange cities eerie tombs and harsh deserts,fantasy,2014.0,c s lewis,bree talking horse kidnapped narnia longs return shasta decides run away know wild dangerous journey together strange city eerie tomb harsh desert
the little ghost,a little ghost who always wanted to see the town by daylight creates chaos when he does and finds himself unable to be a night ghost again,fantasy,1967.0,otfried preussler,little ghost always wanted see town daylight creates chaos find unable night ghost
the beggar queen,chaos reigns in marienstat as duke conrad of regia the kings uncle plots to overthrow the new government of westmark and bring an end to the reforms instituted by mickle now queen augusta theo and their companions,fantasy,1985.0,lloyd alexander,chaos reign marienstat duke conrad regia king uncle plot overthrow new government westmark bring end reform instituted mickle queen augusta theo companion
mrs frisby and the rats of nimh,a fabulous adventure about the mysterious ultra  intelligent rats their past and their secret connection with mrs frisbys late husband age 9 200 pages,fantasy,1971.0,robert c obrien,fabulous adventure mysterious ultra intelligent rat past secret connection mr frisbys late husband age 9 200 page
doctor dolittle,this treasury contains selections from eight of the original dr dolittle books in which readers meet the lovable man who can talk to the animals,fantasy,1967.0,hugh lofting,treasury contains selection eight original dr dolittle book reader meet lovable man talk animal
the wonderful adventures of nils,no description available,fantasy,1957.0,selma lagerlöf,description available
fantastic beasts and where to find them,newly arrived in new york city in 1926 newt scamander does not expect to stay long that is until his magical case is misplaced and some of his fantastic beasts escape,fantasy,2016.0,j k rowling,newly arrived new york city 1926 newt scamander expect stay long magical case misplaced fantastic beast escape
the house at pooh corner,this deluxe edition of milnes classic work is a stunning companion to the winniethepooh 80th anniversary edition the interior features the unabridged text and shepards charming illustrations in full color on creamcolored stock along with a diecut window that reveals the fullcolor art on the case cover,fantasy,1956.0,alan alexander milne,deluxe edition milne classic work stunning companion winniethepooh 80th anniversary edition interior feature unabridged text shepard charming illustration full color creamcolored stock along diecut window reveals fullcolor art case cover
karlson on the roof,midge is the youngest in his family and he often feels that no one really understands him but everything changes the evening karlson flies in through midges open window karlson is a chubby little man with a propeller on his back the worlds best karlson full of jokes and tricks and he lives in a small house high up on the rooftops midge has never had a better companion that is until something special happens on his birthday,fantasy,1975.0,astrid lindgren patricia crampton,midge youngest family often feel one really understands everything change evening karlson fly midge open window karlson chubby little man propeller back world best karlson full joke trick life small house high rooftop midge never better companion something special happens birthday
the ones who walk away from omelas,some inhabitants of a peaceful kingdom cannot tolerate the act of cruelty that underlies its happiness,fantasy,1993.0,ursula k le guin,inhabitant peaceful kingdom tolerate act cruelty underlies happiness
pinocchio,the adventures of a talking wooden puppet whose nose grew longer whenever he told a lie,fantasy,1974.0,carlo collodi,adventure talking wooden puppet whose nose grew longer whenever told lie
wonderful wizard of oz interactive the illustrated with interactive elements,after a cyclone transports her to the land of oz dorothy must seek out the great wizard in order to return to kansas,fantasy,2021.0,l frank baum,cyclone transport land oz dorothy must seek great wizard order return kansa
five children and it,be careful what you ask for you may get it thats the message in this delightful tale of five youngsters who discover a bizarre sand creature that grants wishes theres a catch of course the wishes come undone at sunset and worse yet things often get out of hand,fantasy,1959.0,edith nesbit,careful ask may get thats message delightful tale five youngster discover bizarre sand creature grant wish there catch course wish come undone sunset worse yet thing often get hand
an echo in the darkness,this classic series has inspired nearly 2 million readers both loyal fans and new readers will want the latest edition of this beloved series this edition includes a foreword from the publisher a preface from francine rivers and discussion questions suitable for personal and group use 2 an echo in the darkness turning away from the opulence of rome marcus is led by a whispering voice from the past into a journey that could set him free from the darkness of his soul,historical fiction,2002.0,francine rivers,classic series inspired nearly 2 million reader loyal fan new reader want latest edition beloved series edition includes foreword publisher preface francine river discussion question suitable personal group use 2 echo darkness turning away opulence rome marcus led whispering voice past journey could set free darkness soul
just once,1941 bloomington indiana irvel ellis is too focused on her secret to take much notice in the war raging overseas shes dating sam but in love with his brother hank when pearl harbor is attacked their lives are turned upside down overnight sam is drafted hank wants to enlist but sam insists he stay home and take up the battle on the home front while sam fights in europe an undeniable chemistry builds between irvel and hank but neither would dare cross that line when a devastating telegram comes hank enlists the next day and has just two weeks until he ships out years later hank and irvel make a series of vhs tapes for her to play as she sinks into alzheimers determined to keep some of her memories alive  adapted from publisher info and perusal of book,historical fiction,2023.0,karen kingsbury,1941 bloomington indiana irvel elli focused secret take much notice war raging overseas shes dating sam love brother hank pearl harbor attacked life turned upside overnight sam drafted hank want enlist sam insists stay home take battle home front sam fight europe undeniable chemistry build irvel hank neither would dare cross line devastating telegram come hank enlists next day two week ship year later hank irvel make series vhs tape play sink alzheimers determined keep memory alive adapted publisher info perusal book
ruths journey,this prequel inspired by margaret mitchells gone with the wind recounts the life of mammy from her days as a slave girl to the outbreak of the civil war,historical fiction,2014.0,donald mccaig,prequel inspired margaret mitchell gone wind recount life mammy day slave girl outbreak civil war
the nightingale,from the 1 new york times bestselling author comes kristin hannahs next novel it is an epic love story and family drama set at the dawn of world war ii she is the author of twentyone novels her previous novels include home front night road firefly lane fly away and winter garden,historical fiction,2015.0,kristin hannah,1 new york time bestselling author come kristin hannahs next novel epic love story family drama set dawn world war ii author twentyone novel previous novel include home front night road firefly lane fly away winter garden
the blood of flowers,a dazzling debut novel about a young woman in 17thcentury persia whose gift as a rug designer transforms her life,historical fiction,2007.0,anita amirrezvani,dazzling debut novel young woman 17thcentury persia whose gift rug designer transforms life
allegiance,includes an excerpt from sacrifice the conclusion to the legacy trilogy and q  a with the author,historical fiction,2012.0,cayla kluver,includes excerpt sacrifice conclusion legacy trilogy q author
wild women and the blues,perfect for fans of the seven husbands of evelyn hugoa dazzling depiction of passion prohibition and murder shelf awareness ambitious and stunning stephanie dray new york times bestselling author vibranta highly entertaining read ellen marie wiseman new york times bestselling author of the orphan collector the music practically pours out of the pages of denny s bryces historical novel set among the artists and dreamers of the 1920s oprahmagcom goodreads debut novel to discover  biggest upcoming historical fiction books oprah magazine parade ms magazine shereads bustle bookbub frolic  bibliolifestyle most anticipated books marie claire  black business guides books by black writers to read today  buzzfeed books for bridgerton fans shereads most anticipated bipoc winter releases 2021 palm beach post books for your 2021 reading list in a stirring and impeccably researched novel of jazzage chicago in all its vibrant life two stories intertwine nearly a hundred years apart as a chorus girl and a film student deal with loss forgiveness and lovein all its joy sadness and imperfections why would i talk to you about my life i dont know you and even if i did i dont tell my story to just any boy with long hair who probably smokes weedyou wanna hear about me you gotta tell me something about you to make this worth my while 1925 chicago is the jazz capital of the world and the dreamland café is the ritziest blackandtan club in town honoree dalcour is a sharecroppers daughter willing to work hard and dance every night on her way to the top dreamland offers a path to the good life socializing with celebrities like louis armstrong and filmmaker oscar micheaux but chicago is also awash in bootleg whiskey gambling and gangsters and a young woman driven by ambition might risk more than she can stand to lose 2015 film student sawyer hayes arrives at the bedside of 110yearold honoree dalcour still reeling from a devastating loss that has taken him right to the brink sawyer has rested all his hope on this frail but formidable woman the only living link to the legendary oscar micheaux if hes rightif she can fill in the blanks in his research perhaps he can complete his thesis and begin a new chapter in his life but the links honoree makes are not ones hes expecting piece by piece honoree reveals her past and her secrets while sawyer fights tooth and nail to keep his its a story of courage and ambition hot jazz and illicit passions and as past meets present for honoree its a final chance to be truly heard and seen before its too late no matter the cost immersive mysterious and evocative factual in its history and nuanced in its creativity ms magazine perfectdenny s bryce is a superstar julia quinn new york times bestselling author of the bridgerton series evocative and entertaining laura kamoie new york times bestselling author wild women and the blues deftly delivers what historical fiction has been missing farrah rochon usa today bestselling author,historical fiction,2021.0,denny s bryce,perfect fan seven husband evelyn hugoa dazzling depiction passion prohibition murder shelf awareness ambitious stunning stephanie dray new york time bestselling author vibranta highly entertaining read ellen marie wiseman new york time bestselling author orphan collector music practically pours page denny bryces historical novel set among artist dreamer 1920s oprahmagcom goodreads debut novel discover biggest upcoming historical fiction book oprah magazine parade m magazine shereads bustle bookbub frolic bibliolifestyle anticipated book marie claire black business guide book black writer read today buzzfeed book bridgerton fan shereads anticipated bipoc winter release 2021 palm beach post book 2021 reading list stirring impeccably researched novel jazzage chicago vibrant life two story intertwine nearly hundred year apart chorus girl film student deal loss forgiveness lovein joy sadness imperfection would talk life dont know even dont tell story boy long hair probably smoke weedyou wan na hear got ta tell something make worth 1925 chicago jazz capital world dreamland café ritziest blackandtan club town honoree dalcour sharecropper daughter willing work hard dance every night way top dreamland offer path good life socializing celebrity like louis armstrong filmmaker oscar micheaux chicago also awash bootleg whiskey gambling gangster young woman driven ambition might risk stand lose 2015 film student sawyer hayes arrives bedside 110yearold honoree dalcour still reeling devastating loss taken right brink sawyer rested hope frail formidable woman living link legendary oscar micheaux he rightif fill blank research perhaps complete thesis begin new chapter life link honoree make one he expecting piece piece honoree reveals past secret sawyer fight tooth nail keep story courage ambition hot jazz illicit passion past meet present honoree final chance truly heard seen late matter cost immersive mysterious evocative factual history nuanced creativity m magazine perfectdenny bryce superstar julia quinn new york time bestselling author bridgerton series evocative entertaining laura kamoie new york time bestselling author wild woman blue deftly delivers historical fiction missing farrah rochon usa today bestselling author
something red,during the 13th century in northwest england in one of the coldest winters a middleaged irishwoman and her little troupe are trying to drive their three wagons across the pennines before a heavy snow they soon find that something terrible prowls the woods,historical fiction,2012.0,douglas nicholas,13th century northwest england one coldest winter middleaged irishwoman little troupe trying drive three wagon across pennines heavy snow soon find something terrible prowl wood
the girl at the back of the bus an absolutely heartwrenching historical novel,i watched in awe as miz rosa stopped those men on the bus with her clear calm no and i thought about that word what if i said no what if i refused to follow the path these white folks wanted for us what if i kept this precious baby montgomery alabama 1955 on a cold december evening mattie banks packs a suitcase and leaves her family home sixteen years old and pregnant she has already made the mistake that will ruin her life and disgrace her widowed mother boarding the 2857 bus she sits with her case on her lap hoping that the driver will take her away from disaster instead mattie witnesses an act of bravery by a woman named rosa parks that changes everything but as mattie strives to turn her life around the dangers that first led her to run are never far away forging a new life in a harsh world at constant risk of exposure mattie will need to fight to keep her baby safe atlanta georgia present day ashlee turner is going home her relationship in ruins her career held back by prejudice she is returning to the family who have always been her rock but ashlees home is not the safe haven she remembers her beloved grandmother is dying and is determined to share her story before she leaves when ashlee finds a stack of yellowing letters hidden in her nanas closet she cant help the curiosity that compels her to read and she uncovers an old secret that could wreak havoc on her already grieving family as she tries to make sense of what she has learned ashlee faces a devastating choice to protect her loved ones from the revelations or honor her grandmothers wishes and follow the path to the truth no matter where it may lead for readers of the help orphan train and before we were yours comes a beautiful and heartbreaking novel about redemption family secrets and the spirit of survival found at the hardest time readers love the girl at the back of the bus  my my my and wow just wow what an excellent and amazing story from the first word until the last i was so enthralled and riveted whew hallelujah this is an awesome book a definite mustread geris things  where do i start for the first time i am left speechless after reading a book speechless because the narrative just grabbed me by my core i laughed but mostly cried a mustread for lovers of womens historical fiction five stars goodreads reviewer,historical fiction,2021.0,suzette d harrison,watched awe miz rosa stopped men bus clear calm thought word said refused follow path white folk wanted u kept precious baby montgomery alabama 1955 cold december evening mattie bank pack suitcase leaf family home sixteen year old pregnant already made mistake ruin life disgrace widowed mother boarding 2857 bus sits case lap hoping driver take away disaster instead mattie witness act bravery woman named rosa park change everything mattie strives turn life around danger first led run never far away forging new life harsh world constant risk exposure mattie need fight keep baby safe atlanta georgia present day ashlee turner going home relationship ruin career held back prejudice returning family always rock ashlees home safe remembers beloved grandmother dying determined share story leaf ashlee find stack yellowing letter hidden nanas closet cant help curiosity compels read uncovers old secret could wreak havoc already grieving family try make sense learned ashlee face devastating choice protect loved one revelation honor grandmother wish follow path truth matter may lead reader help orphan train come beautiful heartbreaking novel redemption family secret spirit survival found hardest time reader love girl back bus wow wow excellent amazing story first word last enthralled riveted whew hallelujah awesome book definite mustread geris thing start first time left speechless reading book speechless narrative grabbed core laughed mostly cried mustread lover womens historical fiction five star goodreads reviewer
shout at the devil,an thrilling world war one adventure novel from global bestseller wilbur smith,historical fiction,2018.0,wilbur smith,thrilling world war one adventure novel global bestseller wilbur smith
in the region of the summer stars,after being wrongly cast out of his tribe conor the firstborn son of the celtic king embarks on a quest to prove his innocence but what he discovers could change eirlandia forever,historical fiction,2018.0,stephen r lawhead,wrongly cast tribe conor firstborn son celtic king embarks quest prove innocence discovers could change eirlandia forever
the hidden storyteller,international bestselling author mandy robotham returns with a brand new tale set in wartorn germany the war is over but there are still secrets to be found amidst the ashes    hamburg 1946 the war is over and germany in ruins posted to an alliedrun hamburg reporter georgie young returns to the country she fled seven years prior  at the onset of the conflict  to find it unrecognisable amidst the stark horrors of a bombedout city crumbling under the weight of millions of displaced souls she discovers pockets of warmth a violinist playing amidst the wreckage couples dancing in the streets and a nation trying to make amends joining forces with local detective harri schroder to catch a killer targeting women on the citys streets curiosity draws georgie deep into the dark underbelly and she soon discovers that darkest secrets of war did not die with hitler the next gripping and heartbreaking historical fiction novel from international bestseller mandy robotham readers love mandy robotham a story packed with everything historical fiction readers need espionage and betrayal to plights and flightsi learnt so muchbrilliantly paced with twists and turns courage and bravery and a touch of romance real reader review rich in detail and almost impossible to put downi loved it real reader review a front row seat to the survival of the blitz in london as well as the dutch resistance work fascinatingriveting real reader review a book that captures your attention from the first page to the last mandy robotham is a master storytellerthe tension mounts on every page and i could not put it down highly recommended real reader review my favourite of mandys books so far i loved marnie willem and corrie and the relationship among the three of them the strength and resolve of these characters is so inspiring and captivatinga perfectly composed novel for lovers of historical fictionevery bit of this novel comes alive bravo real reader review a gripping and heartbreaking wwii novelif you love historical fiction then this is a mustread real reader review mandy robotham has done it again a thoroughly well researched and interesting narrative set during wwiianother five star read for me real reader review,historical fiction,2024.0,mandy robotham,international bestselling author mandy robotham return brand new tale set wartorn germany war still secret found amidst ash hamburg 1946 war germany ruin posted alliedrun hamburg reporter georgie young return country fled seven year prior onset conflict find unrecognisable amidst stark horror bombedout city crumbling weight million displaced soul discovers pocket warmth violinist playing amidst wreckage couple dancing street nation trying make amends joining force local detective harri schroder catch killer targeting woman city street curiosity draw georgie deep dark underbelly soon discovers darkest secret war die hitler next gripping heartbreaking historical fiction novel international bestseller mandy robotham reader love mandy robotham story packed everything historical fiction reader need espionage betrayal plight flightsi learnt muchbrilliantly paced twist turn courage bravery touch romance real reader review rich detail almost impossible put downi loved real reader review front row seat survival blitz london well dutch resistance work fascinatingriveting real reader review book capture attention first page last mandy robotham master storytellerthe tension mount every page could put highly recommended real reader review favourite mandys book far loved marnie willem corrie relationship among three strength resolve character inspiring captivatinga perfectly composed novel lover historical fictionevery bit novel come alive bravo real reader review gripping heartbreaking wwii novelif love historical fiction mustread real reader review mandy robotham done thoroughly well researched interesting narrative set wwiianother five star read real reader review
the living is easy,the captivating firts novel by dorothy westauthor of the wedding,historical fiction,1982.0,dorothy west,captivating firts novel dorothy westauthor wedding
a loving scoundrel,danny has grown up on the streets of london as a pickpocket remembering nothing of her past one night she is apprehended by the handsome young aristocrat she is attempting to rob jeremy malory is strangely drawn towards this waif and persuades her to help him steal back some jewels his friend lost in a card game danny demands that jeremy takes her in and he hires her as his maidservant  although he wants her as his mistressdanny blossoms into a lady under jeremys guidance but she refuses his amorous attentions because she knows he will never marry her but as the attraction between the two of them intensifies they embark upon a passionate battle of wills and in a cinderellalike transformation danny becomes a charming beauty appearing at a society ball where her appearance raises question about her true identity  questions which threaten not only her chances of capturing jeremys heart but her very life,historical fiction,2015.0,johanna lindsey,danny grown street london pickpocket remembering nothing past one night apprehended handsome young aristocrat attempting rob jeremy malory strangely drawn towards waif persuades help steal back jewel friend lost card game danny demand jeremy take hire maidservant although want mistressdanny blossom lady jeremys guidance refuse amorous attention know never marry attraction two intensifies embark upon passionate battle will cinderellalike transformation danny becomes charming beauty appearing society ball appearance raise question true identity question threaten chance capturing jeremys heart life
the paris daughter,an unmissable reading treat lancashire evening post beautifully written and emotionally charged    impossible to put down hazel gaynor a heartwrenching and evocative wartime novel perfect for fans of santa montefiore rachel hore and lucinda riley two mothers two daughters two families torn apart forever paris 1939 elise and juliette are certain nothing can come between them so when war breaks out and elise is forced to flee she entrusts juliette with her daughter playmate to juliettes own little girl more than a year later with the war finally ending elise returns to reunite with her daughter only to find her friends bookstore reduced to rubble  and juliette nowhere to be found what happened to mathilde in those last terrible moments juliette has seemingly vanished without a trace taking all the answers with her elises desperate search leads her to new york  and to juliette  one final fateful time the paris daughter is a story about mothers and daughters the way loss transforms us and the roads we find to beginning anew in the face of impossible odds praise for kristin harmel kristin harmel is firmly in the top echelon of ww2 storytellers heather morris a master storyteller santa montefiore,historical fiction,2023.0,kristin harmel,unmissable reading treat lancashire evening post beautifully written emotionally charged impossible put hazel gaynor heartwrenching evocative wartime novel perfect fan santa montefiore rachel hore lucinda riley two mother two daughter two family torn apart forever paris 1939 elise juliette certain nothing come war break elise forced flee entrusts juliette daughter playmate juliettes little girl year later war finally ending elise return reunite daughter find friend bookstore reduced rubble juliette nowhere found happened mathilde last terrible moment juliette seemingly vanished without trace taking answer elises desperate search lead new york juliette one final fateful time paris daughter story mother daughter way loss transforms u road find beginning anew face impossible odds praise kristin harmel kristin harmel firmly top echelon ww2 storyteller heather morris master storyteller santa montefiore
ulysses,ulysses has enough verbal splendor to furnish a legion of novels,historical fiction,1992.0,james joyce,ulysses enough verbal splendor furnish legion novel
a rogue by any other name,a new york times and usa todaybestselling author delivers the first installment in her new fallen angels series original,historical fiction,2012.0,sarah maclean,new york time usa todaybestselling author delivers first installment new fallen angel series original
aristotle and poetic justice,330bc it is the year that alexander the great sacked persepolis and won the greatest fortune the world had ever known stephnaos and his teacher the philosopher aristotle are drawn into solving the perplexing abduction case of anthia the heiress of a prominent silver merchant,historical fiction,2002.0,margaret anne doody,330bc year alexander great sacked persepolis greatest fortune world ever known stephnaos teacher philosopher aristotle drawn solving perplexing abduction case anthia heiress prominent silver merchant
the liars wife,four novellas about relationships at home and abroad are set in different historical periods and explore the experiences of such protagonists as an american grad student who escapes to italy after a compromising love affair by the awardwinning author of the love of my youth,historical fiction,2014.0,mary gordon,four novella relationship home abroad set different historical period explore experience protagonist american grad student escape italy compromising love affair awardwinning author love youth
the field of swords,the third volume in the acclaimed emperor series in which conn iggulden brilliantly interweaves history and adventure to recreate the astonishing life of julius caesar  an epic tale of ambition and rivalry bravery and betrayal from an outstanding new voice in historical fictionthe gates of rome the death of kings and now the field of swords tell the powerful dramatic story of the friendship and enmity between the two men who ruled the roman worldfollowing the defeat of the spartacus rebellion julius caesar and marcus brutus who have been sent to run the roman colonies in spain return to challenge powerful senators to become one of the consuls of rome political opposition family quarrels armed rebellions and corruption make this a highly contemporary scene fuelled by the intrigue of the major characters who are now developing as full adultsas he takes the legions north into mighty battles with the gallic tribes the imperious stand of caesar and the leadership of his men his new friendships with fellow leaders and his overwhelming ambition begin to separate him from brutus the great swordsman and warrior their long friendship reveals ominous cracks under the strain although the gallic conquests lead to caesars triumphal entry into britain the victories on the battlefield cause political rivalries at home and ultimately the famous choice is presented to caesar and marcus brutus they must choose whether to cross the rubicon  together or singly  and to take the fight to rome itselfconn iggulden is a brilliant storyteller characters jostle for space in the crowded streets on the battlefields and in the corridors of the senate the friendship and rivalry between caesar and brutus provides compelling reading each book in the emperor series causes readers to return to the previous novel and ensures they also look forward hugely to the next,historical fiction,2005.0,conn iggulden,third volume acclaimed emperor series conn iggulden brilliantly interweaves history adventure recreate astonishing life julius caesar epic tale ambition rivalry bravery betrayal outstanding new voice historical fictionthe gate rome death king field sword tell powerful dramatic story friendship enmity two men ruled roman worldfollowing defeat spartacus rebellion julius caesar marcus brutus sent run roman colony spain return challenge powerful senator become one consul rome political opposition family quarrel armed rebellion corruption make highly contemporary scene fuelled intrigue major character developing full adultsas take legion north mighty battle gallic tribe imperious stand caesar leadership men new friendship fellow leader overwhelming ambition begin separate brutus great swordsman warrior long friendship reveals ominous crack strain although gallic conquest lead caesar triumphal entry britain victory battlefield cause political rivalry home ultimately famous choice presented caesar marcus brutus must choose whether cross rubicon together singly take fight rome itselfconn iggulden brilliant storyteller character jostle space crowded street battlefield corridor senate friendship rivalry caesar brutus provides compelling reading book emperor series cause reader return previous novel ensures also look forward hugely next
